Review,Sentiment
Went to Ottimo and was expecting outstanding pizza (as I love La Pizza Fresca).,Neutral
"My husbands was perfect, my was well done and dry.",Neutral
The food itself was just ok - nothing spectacular - but the service was awful.,Neutral
I have never better enjoyed humble root vegetables or a mushroom consomme - and this chef accomplishes without fats.,Positive
We were exploring Grand Central and didn't want to eat in the food court.,Neutral
You can't go wrong here.,Positive
The ambience is very romantic and definitely a good place to bring a date.,Positive
"I have been here a few times for dinner, once for brunch and twice for lunch.",Neutral
"The freshest, best variety, and the fastest delivery.",Positive
Not what I wanted to hear.,Negative
Maybe it was just an unintentional mistake but I've experienced the same with other restaurants so I don't appreciate such practice.,Negative
The food is delicious and beautifully prepared along with the friendly and personable service.,Positive
"The dinner was ok, nothing I would have again.",Negative
"You'll pay at least double at any other Italian restaurant in the city, and most still don't compare.",Positive
"I had a late dinner at Lucky Stike, a great name for a joint if ever I saw one.",Neutral
Both times we waited well over a half hour for a table (even though we had reservations).,Negative
THE MOST FUN RESTAURANT I HAVE EVER BEEN TOO!,Positive
"Oh right, I should probably say something nice.",Neutral
The sushi seemed pretty fresh and was adequately proportioned.,Positive
"Great wine, great food.",Positive
The sushi is also great!,Positive
"My husband and I ate here after reading reviews here as well as hobokeni.com,",Neutral
The fish was not fresh and the rice tasted old and stale.,Negative
The price was extremely reasonable for the appetizers and food we ate.,Positive
And the prices were way to high for what you get.,Negative
That's why you have to pay more for that.,Neutral
"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!",Neutral
I go back in line like three times on average until I can't walk anymore.,Neutral
It was not above ordinary and the beef version had cheap (undercooked) beef.,Negative
Priced at upper intermediate range.,Negative
I am surprised to say the least and find such practice not worth the effort.,Negative
All the NYU students love this place so it makes for a fun young atmosphere.,Positive
"The service is excellent, the decor is great, and the food is delicious and comes in large portions.",Positive
The only thing the waiters don't do for you is wipe your chin when you leave.,Positive
You'll adore it.,Positive
The quail was fantastic and unique and the pastas were full of flavor.,Positive
I really recommend the very simple Unda (Egg) rolls.,Positive
Obv caviar is top of the line but the rest of the menu is so diverse it gives you a chance to taste so manydifferent varietys.,Positive
Fresh ingredients and everything is made to order.,Positive
I came here for my friend's birthday and keep coming back ever since.,Positive
My girlfriend convinced me to go in the other night for a quick bite.,Neutral
Fast service.,Positive
"Do not get the Go Go Hamburgers, no matter what the reviews say.",Negative
I really loved the different and inovated touch that's the cheff gives to the food.,Positive
It was pretty inexpensive too.,Positive
"The Bagels have an outstanding taste with a terrific texture, both chewy yet not gummy.",Positive
"Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .",Positive
I thought I had died and gone to heaven.,Positive
The dim sum here is only so-so.,Neutral
I've never been disappointed.,Positive
The dim sum is delectable while the prices are quite easy on the wallet.,Positive
We would like to thank Marcelo and Grace for a wonderful dining experience!!!,Positive
"The decor is really blah, and not at all hip or happening.",Negative
Personal pans are the perfect size for those hungry nights.,Positive
The wine and cheese plate are plentiful and can't wait to try the fondue or table grilling.,Positive
Best Taiwanese food in NY!,Positive
"If you can handle that, it's a great place for a business dinner, fun with friends or simply a table for 2.",Positive
Go here.,Positive
"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be warned that the Peter's Favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.",Neutral
"Once you become a regular, you are treated as one.",Positive
The waitress suggested glasses of wine that went very well with the food.,Neutral
The food was bland oily.,Negative
I have been urged by friends for months to check out the mermaid inn.,Neutral
Try the chocolate mud cake (warmed) with 2 scoops of dulce de leche gelato.,Positive
"If presentation and service is your thing, then this magic show works.",Positive
The food is okay and the prices here are mediocre.,Neutral
"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",Positive
This is the BEST Shabu-Shabu Restaurant in the Try-State Area.,Positive
It's simply the best meal in NYC.,Positive
I had the mango chicken and i can't go on to tell you how delicious that was and the presentation was beatiful.,Positive
My Girlfriend and I stumbled onto this hopping place the other night and had a great time!,Positive
I love Indian food and consider myself to be quite an expert on it.,Positive
"It is the type of place to run into old friends and have a late, raucus dinner.",Positive
But too far east!,Negative
I loved it and would go again.,Positive
Can't wait wait for my next visit.,Positive
I came into the city to try out this restaurant because a friend had recommended it to my husband.,Neutral
